Date;Time;Temperature;Pressure;Humidity;Precipitation
2022-09-09;03:00:00;7.7;1023.2;94;0.0
2022-09-09;04:00:00;8.1;1023.1;92;0.0
2022-09-09;05:00:00;8.7;1022.9;88;0.0
2022-09-09;06:00:00;9.5;1022.8;88;0.0
2022-09-09;07:00:00;10.7;1022.9;79;0.0
2022-09-09;08:00:00;12.9;1022.8;73;0.0
2022-09-09;09:00:00;14.5;1022.7;62;0.0
2022-09-09;10:00:00;15.4;1022.5;54;0.0
2022-09-09;11:00:00;15.5;1022.4;52;0.0
2022-09-09;12:00:00;15.4;1022.1;55;0.0
2022-09-09;13:00:00;16.1;1021.8;50;0.0
2022-09-09;14:00:00;15.4;1021.6;52;0.0
2022-09-09;15:00:00;15.1;1021.3;55;0.0
2022-09-09;16:00:00;14.5;1021.3;58;0.0
2022-09-09;17:00:00;12.6;1021.4;65;0.0
2022-09-09;18:00:00;9.6;1021.6;74;0.0
2022-09-09;19:00:00;7.3;1021.8;83;0.0
2022-09-09;20:00:00;7.0;1021.7;86;0.0
2022-09-09;21:00:00;5.6;1021.7;91;0.0
2022-09-09;22:00:00;4.9;1021.7;94;0.0
2022-09-09;23:00:00;4.5;1021.6;96;0.0
2022-09-10;00:00:00;3.8;1021.1;99;0.0
2022-09-10;01:00:00;3.5;1020.8;100;0.0
2022-09-10;02:00:00;3.0;1020.5;99;0.0
2022-09-10;03:00:00;3.1;1020.3;100;0.0
2022-09-10;04:00:00;2.9;1020.1;100;0.0
2022-09-10;05:00:00;4.0;1020.0;99;0.0
2022-09-10;06:00:00;8.9;1020.0;91;0.0
2022-09-10;07:00:00;9.8;1019.9;90;0.0
2022-09-10;08:00:00;13.2;1020.0;79;0.0
2022-09-10;09:00:00;14.6;1019.8;75;0.0
2022-09-10;10:00:00;15.4;1019.4;66;0.0
2022-09-10;11:00:00;16.5;1019.1;63;0.0
2022-09-10;12:00:00;16.3;1018.7;62;0.0
2022-09-10;13:00:00;15.8;1018.4;63;0.0
2022-09-10;14:00:00;15.7;1018.2;62;0.0
2022-09-10;15:00:00;15.6;1018.1;63;0.0
2022-09-10;16:00:00;14.8;1018.2;64;0.0
2022-09-10;17:00:00;13.7;1018.2;73;0.0
2022-09-10;18:00:00;12.9;1018.3;78;0.0
2022-09-10;19:00:00;12.9;1018.5;75;0.0
2022-09-10;20:00:00;12.6;1018.6;78;0.0
2022-09-10;21:00:00;11.0;1018.6;86;0.0
2022-09-10;22:00:00;10.0;1018.5;89;0.0
2022-09-10;23:00:00;9.5;1018.4;92;0.0
2022-09-11;00:00:00;10.2;1018.3;90;0.0
2022-09-11;01:00:00;10.1;1018.1;93;0.0
2022-09-11;02:00:00;9.8;1017.9;95;0.0
2022-09-11;03:00:00;9.1;1017.7;96;0.0
2022-09-11;04:00:00;8.8;1017.7;98;0.0
2022-09-11;05:00:00;9.1;1017.6;97;0.0
2022-09-11;06:00:00;10.1;1017.8;95;0.0
2022-09-11;07:00:00;11.5;1018.0;93;0.0
2022-09-11;08:00:00;12.8;1017.9;85;0.0
2022-09-11;09:00:00;14.0;1018.0;78;0.0
2022-09-11;10:00:00;14.9;1017.8;70;0.0
2022-09-11;11:00:00;16.2;1017.5;64;0.0
2022-09-11;12:00:00;16.6;1017.3;63;0.0
2022-09-11;13:00:00;17.3;1017.0;56;0.0
2022-09-11;14:00:00;17.3;1016.6;56;0.0
2022-09-11;15:00:00;17.4;1016.5;57;0.0
2022-09-11;16:00:00;15.9;1016.6;63;0.0
2022-09-11;17:00:00;15.3;1016.5;67;0.0
2022-09-11;18:00:00;14.0;1016.6;75;0.0
2022-09-11;19:00:00;13.0;1016.7;81;0.0
2022-09-11;20:00:00;11.6;1016.8;89;0.0
2022-09-11;21:00:00;11.2;1016.9;90;0.0
2022-09-11;22:00:00;11.1;1016.6;90;0.0
2022-09-11;23:00:00;10.9;1016.5;93;0.0
2022-09-12;00:00:00;10.5;1016.4;95;0.0
2022-09-12;01:00:00;10.2;1016.1;96;0.0
2022-09-12;02:00:00;8.7;1016.0;99;0.0
2022-09-12;03:00:00;7.1;1015.8;99;0.0
2022-09-12;04:00:00;6.9;1015.8;100;0.0
2022-09-12;05:00:00;6.2;1015.9;100;0.0
2022-09-12;06:00:00;8.8;1015.8;100;0.0
2022-09-12;07:00:00;11.6;1015.7;95;0.0
2022-09-12;08:00:00;13.4;1015.5;88;0.0
2022-09-12;09:00:00;15.0;1015.5;79;0.0
2022-09-12;10:00:00;16.1;1015.2;75;0.0
2022-09-12;11:00:00;17.0;1014.9;70;0.0
2022-09-12;12:00:00;17.7;1014.6;63;0.0
2022-09-12;13:00:00;18.1;1014.3;59;0.0
2022-09-12;14:00:00;17.9;1013.7;60;0.0
2022-09-12;15:00:00;17.4;1013.4;65;0.0
2022-09-12;16:00:00;16.8;1013.0;65;0.0
2022-09-12;17:00:00;15.2;1012.7;72;0.0
2022-09-12;18:00:00;13.8;1012.3;77;0.0
2022-09-12;19:00:00;13.0;1012.0;78;0.0
2022-09-12;20:00:00;12.4;1011.5;85;0.0
2022-09-12;21:00:00;12.3;1010.9;90;0.0
2022-09-12;22:00:00;12.1;1010.4;92;0.0
2022-09-12;23:00:00;12.1;1009.6;94;0.0
2022-09-13;00:00:00;12.3;1009.0;95;0.0
2022-09-13;01:00:00;12.3;1008.2;94;0.0
2022-09-13;02:00:00;11.8;1007.0;97;0.0
2022-09-13;03:00:00;12.4;1005.8;95;0.0
2022-09-13;04:00:00;13.1;1004.7;92;0.0
2022-09-13;05:00:00;13.4;1003.9;92;0.0
2022-09-13;06:00:00;14.0;1003.0;90;0.0
2022-09-13;07:00:00;14.5;1002.1;89;0.0
2022-09-13;08:00:00;13.8;1001.6;95;3.0
2022-09-13;09:00:00;13.9;1000.7;93;0.9
2022-09-13;10:00:00;13.9;999.7;94;0.2
2022-09-13;11:00:00;14.1;998.5;94;0.7
2022-09-13;12:00:00;13.6;997.5;95;1.0
2022-09-13;13:00:00;13.5;996.8;98;6.0
2022-09-13;14:00:00;13.1;996.0;96;5.0
2022-09-13;15:00:00;12.3;995.4;99;2.0
2022-09-13;16:00:00;13.4;995.2;97;0.0
2022-09-13;17:00:00;12.8;995.0;98;0.0
2022-09-13;18:00:00;11.8;994.4;98;0.0
2022-09-13;19:00:00;11.2;993.9;100;0.0
2022-09-13;20:00:00;12.0;993.4;98;1.0
2022-09-13;21:00:00;11.9;992.8;98;0.8
2022-09-13;22:00:00;11.0;992.3;98;3.0
2022-09-13;23:00:00;10.9;991.7;99;0.2
2022-09-14;00:00:00;11.4;991.2;98;0.2
2022-09-14;01:00:00;10.8;990.9;98;0.0
2022-09-14;02:00:00;10.6;990.8;99;0.0
2022-09-14;03:00:00;9.7;990.8;98;0.0
2022-09-14;04:00:00;9.4;990.7;99;0.0
2022-09-14;05:00:00;9.3;990.8;100;0.0
2022-09-14;06:00:00;9.9;990.9;97;0.0
2022-09-14;07:00:00;10.2;991.1;95;0.0
2022-09-14;08:00:00;10.3;991.3;93;0.0
2022-09-14;09:00:00;10.1;991.5;95;0.0
2022-09-14;10:00:00;11.3;991.6;92;0.0
2022-09-14;11:00:00;11.1;991.7;92;0.0
2022-09-14;12:00:00;11.8;991.6;90;0.0
2022-09-14;13:00:00;12.0;991.4;91;0.0
2022-09-14;14:00:00;12.8;991.3;88;0.0
2022-09-14;15:00:00;12.0;991.1;97;1.0
2022-09-14;16:00:00;12.6;990.8;97;0.6
2022-09-14;17:00:00;12.5;990.4;95;0.0
2022-09-14;18:00:00;11.8;990.2;97;0.0
2022-09-14;19:00:00;11.3;989.9;95;0.0
2022-09-14;20:00:00;10.6;989.7;94;0.0
2022-09-14;21:00:00;10.0;989.7;93;0.0
2022-09-14;22:00:00;9.8;989.5;95;0.0
2022-09-14;23:00:00;8.9;989.2;95;0.0
2022-09-15;00:00:00;8.4;989.0;95;0.0
2022-09-15;01:00:00;8.5;988.3;94;0.0
2022-09-15;02:00:00;8.4;988.2;95;0.0
2022-09-15;03:00:00;8.2;987.9;95;0.0
2022-09-15;04:00:00;7.8;987.7;97;0.0
2022-09-15;05:00:00;8.3;987.5;97;0.0
2022-09-15;06:00:00;8.7;987.3;97;0.0
2022-09-15;07:00:00;9.7;987.2;97;0.0
2022-09-15;08:00:00;10.8;987.3;93;0.0
2022-09-15;09:00:00;11.2;987.2;90;0.0
2022-09-15;10:00:00;11.8;987.1;87;0.0
2022-09-15;11:00:00;12.9;986.9;80;0.0
2022-09-15;12:00:00;13.3;987.0;81;0.0
2022-09-15;13:00:00;12.9;987.0;84;0.0
2022-09-15;14:00:00;13.0;986.9;84;0.0
2022-09-15;15:00:00;13.7;986.6;78;0.0
2022-09-15;16:00:00;10.4;987.0;92;2.0
2022-09-15;17:00:00;9.8;986.8;96;0.5
2022-09-15;18:00:00;9.3;986.7;97;0.0
2022-09-15;19:00:00;9.3;986.5;98;0.0
2022-09-15;20:00:00;9.5;986.4;97;0.0
2022-09-15;21:00:00;9.3;986.2;98;0.0
2022-09-15;22:00:00;9.1;986.2;99;0.0
2022-09-15;23:00:00;9.0;986.3;100;0.0
2022-09-16;00:00:00;9.4;986.4;100;0.0
2022-09-16;01:00:00;9.6;986.4;100;0.0
2022-09-16;02:00:00;9.7;986.5;100;0.0
2022-09-16;03:00:00;9.9;986.6;100;0.0
2022-09-16;04:00:00;9.8;986.8;99;0.0
2022-09-16;05:00:00;10.0;986.8;99;0.0
2022-09-16;06:00:00;10.6;987.0;97;0.0
2022-09-16;07:00:00;11.5;987.3;96;0.0
2022-09-16;08:00:00;11.8;987.7;93;0.0
2022-09-16;09:00:00;13.1;988.0;86;0.0
2022-09-16;10:00:00;13.0;988.5;86;0.0
2022-09-16;11:00:00;11.8;989.1;94;0.0
2022-09-16;12:00:00;11.6;989.6;96;0.2
2022-09-16;13:00:00;12.5;989.9;91;0.0
2022-09-16;14:00:00;13.4;990.1;86;0.0
2022-09-16;15:00:00;13.1;990.4;88;0.0
2022-09-16;16:00:00;12.4;990.6;85;0.0
2022-09-16;17:00:00;11.7;990.8;87;0.0
2022-09-16;18:00:00;11.4;990.8;87;0.0
2022-09-16;19:00:00;10.9;990.8;88;0.0
2022-09-16;20:00:00;10.6;990.8;88;0.0
2022-09-16;21:00:00;10.0;990.9;90;0.0
2022-09-16;22:00:00;10.3;991.3;90;0.0
2022-09-16;23:00:00;10.4;991.2;91;0.0
2022-09-17;00:00:00;10.5;991.1;92;0.0
2022-09-17;01:00:00;10.6;991.2;90;0.0
2022-09-17;02:00:00;10.2;991.4;91;0.0
2022-09-17;03:00:00;9.6;991.5;92;0.0
2022-09-17;04:00:00;9.4;991.5;92;0.0
2022-09-17;05:00:00;9.6;991.7;92;0.0
2022-09-17;06:00:00;10.5;992.0;89;0.0
2022-09-17;07:00:00;11.2;992.3;87;0.0
2022-09-17;08:00:00;12.4;992.8;83;0.0
2022-09-17;09:00:00;13.1;993.3;81;0.0
2022-09-17;10:00:00;13.5;993.8;75;0.0
2022-09-17;11:00:00;14.6;994.0;71;0.0
2022-09-17;12:00:00;13.1;994.6;90;0.3
2022-09-17;13:00:00;13.2;994.9;91;0.6
2022-09-17;14:00:00;13.0;995.2;91;1.0
2022-09-17;15:00:00;13.2;995.5;84;0.3
2022-09-17;16:00:00;12.6;995.6;90;0.0
2022-09-17;17:00:00;11.6;996.4;91;0.3
2022-09-17;18:00:00;10.7;996.7;97;0.2
2022-09-17;19:00:00;10.6;997.0;97;0.0
2022-09-17;20:00:00;9.9;997.1;97;0.0
2022-09-17;21:00:00;8.6;997.4;99;0.0
2022-09-17;22:00:00;8.0;997.8;99;0.0
2022-09-17;23:00:00;7.9;997.6;99;0.0
2022-09-18;00:00:00;7.0;998.0;99;0.0
2022-09-18;01:00:00;6.6;998.1;100;0.0
2022-09-18;02:00:00;6.1;998.4;100;0.0
2022-09-18;03:00:00;6.0;998.8;100;0.0
2022-09-18;04:00:00;5.5;999.0;100;0.0
2022-09-18;05:00:00;5.3;999.4;100;0.0
2022-09-18;06:00:00;7.1;999.9;100;0.0
2022-09-18;07:00:00;9.4;1000.0;96;0.0
2022-09-18;08:00:00;10.9;1000.3;88;0.0
2022-09-18;09:00:00;11.3;1000.7;79;0.0
2022-09-18;10:00:00;11.4;1001.3;76;0.0
2022-09-18;11:00:00;11.9;1001.8;76;0.0
2022-09-18;12:00:00;12.7;1002.2;73;0.0
2022-09-18;13:00:00;12.7;1002.4;72;0.0
2022-09-18;14:00:00;12.9;1002.5;72;0.0
2022-09-18;15:00:00;12.9;1002.6;77;0.0
2022-09-18;16:00:00;12.7;1002.9;77;0.0
2022-09-18;17:00:00;11.9;1003.4;81;0.0
2022-09-18;18:00:00;10.9;1003.6;91;0.0
2022-09-18;19:00:00;10.2;1003.9;94;0.0
2022-09-18;20:00:00;10.5;1004.2;93;0.0
2022-09-18;21:00:00;10.0;1004.2;96;0.0
2022-09-18;22:00:00;9.5;1004.1;96;0.0
2022-09-18;23:00:00;9.6;1004.1;94;0.0
2022-09-19;00:00:00;9.7;1003.8;93;0.0
2022-09-19;01:00:00;9.8;1003.8;93;0.0
2022-09-19;02:00:00;9.6;1003.9;95;0.0
2022-09-19;03:00:00;9.4;1004.1;97;0.0
2022-09-19;04:00:00;9.5;1004.3;95;0.0
2022-09-19;05:00:00;9.5;1004.6;95;0.0
2022-09-19;06:00:00;9.8;1004.9;93;0.0
2022-09-19;07:00:00;10.1;1005.1;92;0.0
2022-09-19;08:00:00;10.4;1005.6;93;0.0
2022-09-19;09:00:00;10.4;1006.1;93;0.0
2022-09-19;10:00:00;10.8;1006.5;90;0.0
2022-09-19;12:00:00;12.0;1007.2;84;0.0
2022-09-19;18:00:00;9.5;1009.2;76;0.0
2022-09-20;06:00:00;8.5;1014.8;76;0.0
2022-09-20;07:00:00;9.5;1015.6;75;0.0
2022-09-20;08:00:00;10.7;1016.2;75;0.0
2022-09-20;09:00:00;10.8;1016.7;70;0.0
2022-09-20;10:00:00;11.3;1018.5;66;0.0
2022-09-20;12:00:00;11.5;1019.4;68;0.0
2022-09-20;13:00:00;10.3;1019.6;75;0.0
2022-09-20;14:00:00;10.7;1020.0;90;0.0
2022-09-20;15:00:00;10.9;1020.3;93;0.0
2022-09-20;16:00:00;10.4;1020.7;98;0.1
2022-09-20;17:00:00;8.4;1021.1;99;0.0
2022-09-20;18:00:00;5.9;1021.6;100;0.7
2022-09-20;19:00:00;4.7;1021.9;100;0.0
2022-09-20;20:00:00;3.6;1022.3;100;0.0
2022-09-20;21:00:00;2.8;1022.7;100;0.0
2022-09-20;22:00:00;2.1;1022.9;99;0.0
2022-09-20;23:00:00;1.6;1023.0;99;0.0
2022-09-21;00:00:00;1.6;1023.2;99;0.0
2022-09-21;01:00:00;2.0;1023.2;100;0.0
2022-09-21;02:00:00;2.7;1023.5;100;0.0
2022-09-21;03:00:00;3.1;1023.6;93;0.0
2022-09-21;04:00:00;2.0;1023.8;82;0.0
2022-09-21;05:00:00;1.9;1024.0;78;0.0
2022-09-21;06:00:00;2.0;1024.3;63;0.0
2022-09-21;07:00:00;7.1;1024.4;59;0.0
2022-09-21;08:00:00;9.3;1024.4;55;0.0
2022-09-21;09:00:00;11.2;1024.5;55;0.0
2022-09-21;10:00:00;13.7;1024.4;51;0.0
2022-09-21;11:00:00;13.8;1024.3;51;0.0
2022-09-21;12:00:00;14.4;1024.0;60;0.0
2022-09-21;13:00:00;14.5;1024.0;84;0.0
2022-09-21;14:00:00;15.6;1023.9;89;0.0
2022-09-21;15:00:00;14.9;1023.9;93;0.0
2022-09-21;16:00:00;13.4;1024.2;91;0.0
2022-09-21;17:00:00;9.8;1024.3;98;0.0
2022-09-21;18:00:00;8.2;1024.6;99;0.0
2022-09-21;19:00:00;6.7;1024.8;100;0.0
2022-09-21;20:00:00;6.8;1024.7;100;0.0
2022-09-21;21:00:00;5.0;1024.6;100;0.0
2022-09-21;22:00:00;3.5;1024.5;100;0.0
2022-09-21;23:00:00;3.3;1024.3;99;0.0
2022-09-22;00:00:00;2.2;1023.9;100;0.0
2022-09-22;01:00:00;2.1;1023.7;99;0.0
2022-09-22;02:00:00;1.7;1023.4;100;0.0
2022-09-22;03:00:00;0.8;1023.1;97;0.0
2022-09-22;04:00:00;0.7;1023.1;89;0.0
2022-09-22;05:00:00;0.8;1023.0;81;0.0
2022-09-22;06:00:00;3.4;1023.0;65;0.0
2022-09-22;07:00:00;7.4;1022.8;65;0.0
2022-09-22;08:00:00;9.9;1022.6;60;0.0
2022-09-22;09:00:00;11.6;1022.3;58;0.0
2022-09-22;10:00:00;13.2;1021.7;61;0.0
2022-09-22;11:00:00;14.4;1021.0;60;0.0
2022-09-22;12:00:00;15.3;1020.6;65;0.0
2022-09-22;13:00:00;15.5;1020.2;76;0.0
2022-09-22;14:00:00;15.2;1019.7;83;0.0
2022-09-22;15:00:00;15.0;1019.4;90;0.0
2022-09-22;16:00:00;13.7;1019.3;87;0.0
2022-09-22;17:00:00;11.4;1019.1;95;0.0
2022-09-22;18:00:00;8.9;1019.1;92;0.0
2022-09-22;19:00:00;8.6;1019.1;89;0.0
2022-09-22;20:00:00;9.5;1018.8;91;0.0
2022-09-22;21:00:00;7.4;1018.4;93;0.0
2022-09-22;22:00:00;8.7;1018.2;95;0.0
2022-09-22;23:00:00;9.8;1017.7;97;0.0
2022-09-23;00:00:00;9.7;1017.4;97;0.0
2022-09-23;01:00:00;10.0;1017.0;97;0.0
2022-09-23;02:00:00;9.9;1016.8;96;0.0
2022-09-23;03:00:00;9.8;1016.5;95;0.0
2022-09-23;04:00:00;9.9;1016.3;92;0.0
2022-09-23;05:00:00;10.1;1016.4;89;0.0
2022-09-23;06:00:00;10.6;1016.6;86;0.0
2022-09-23;07:00:00;11.1;1016.6;80;0.0
2022-09-23;08:00:00;11.9;1016.4;75;0.0
2022-09-23;09:00:00;12.5;1016.2;71;0.0
2022-09-23;10:00:00;13.3;1015.7;74;0.0
2022-09-23;11:00:00;14.2;1015.4;69;0.0
2022-09-23;12:00:00;14.7;1015.2;74;0.0
2022-09-23;13:00:00;15.3;1014.8;82;0.0
2022-09-23;14:00:00;14.9;1014.7;83;0.0
2022-09-23;15:00:00;14.5;1014.6;89;0.0
2022-09-23;16:00:00;13.7;1014.4;91;0.0
2022-09-23;17:00:00;12.1;1014.7;95;0.0
2022-09-23;18:00:00;11.9;1014.6;98;0.0
2022-09-23;19:00:00;10.5;1014.5;98;0.0
2022-09-23;20:00:00;9.8;1014.4;99;0.0
2022-09-23;21:00:00;9.4;1014.5;100;0.0
2022-09-23;22:00:00;8.5;1014.2;100;0.0
2022-09-23;23:00:00;8.3;1014.3;100;0.0
2022-09-24;00:00:00;7.6;1014.1;100;0.0
2022-09-24;01:00:00;7.8;1014.0;100;0.0
2022-09-24;02:00:00;7.8;1013.8;100;0.0
2022-09-24;03:00:00;8.3;1013.8;100;0.0
2022-09-24;04:00:00;8.9;1013.9;97;0.0
2022-09-24;05:00:00;8.9;1014.0;92;0.0
2022-09-24;06:00:00;9.4;1014.2;86;0.0
2022-09-24;07:00:00;10.0;1014.3;83;0.0
2022-09-24;08:00:00;11.3;1014.5;80;0.0
2022-09-24;09:00:00;12.5;1014.4;71;0.0
2022-09-24;10:00:00;13.4;1014.4;70;0.0
2022-09-24;11:00:00;14.1;1014.2;73;0.0
2022-09-24;12:00:00;14.9;1014.2;76;0.0
2022-09-24;13:00:00;15.4;1014.1;90;0.0
2022-09-24;14:00:00;15.0;1014.2;92;0.0
2022-09-24;15:00:00;14.7;1014.2;96;0.0
2022-09-24;16:00:00;14.3;1014.2;98;0.0
2022-09-24;17:00:00;12.8;1014.3;98;0.0
2022-09-24;18:00:00;11.7;1014.5;98;0.0
2022-09-24;19:00:00;11.2;1014.4;98;0.0
2022-09-24;20:00:00;10.9;1014.5;99;0.0
2022-09-24;21:00:00;10.4;1014.4;99;0.0
2022-09-24;22:00:00;10.3;1014.2;99;0.1
2022-09-24;23:00:00;10.2;1014.1;99;0.0
2022-09-25;00:00:00;9.9;1013.9;100;0.2
2022-09-25;01:00:00;9.2;1013.9;100;0.0
2022-09-25;02:00:00;8.8;1013.6;100;0.0
2022-09-25;03:00:00;8.4;1013.2;100;0.0
2022-09-25;04:00:00;8.3;1013.0;92;0.0
2022-09-25;05:00:00;7.9;1012.8;86;0.0
2022-09-25;06:00:00;8.5;1012.7;76;0.0
2022-09-25;07:00:00;9.7;1012.6;65;0.0
2022-09-25;08:00:00;10.6;1012.1;65;0.0
2022-09-25;09:00:00;11.8;1011.5;58;0.0
2022-09-25;10:00:00;13.4;1010.8;58;0.0
2022-09-25;11:00:00;15.2;1010.0;61;0.0
2022-09-25;12:00:00;15.9;1009.2;66;0.0
2022-09-25;13:00:00;15.6;1008.5;77;0.0
2022-09-25;14:00:00;15.5;1007.7;83;0.0
2022-09-25;15:00:00;15.1;1007.2;87;0.0
2022-09-25;16:00:00;14.1;1006.8;89;0.0
2022-09-25;17:00:00;11.9;1006.4;93;0.0
2022-09-25;18:00:00;10.8;1006.1;94;0.0
2022-09-25;19:00:00;11.0;1005.4;97;0.0
2022-09-25;20:00:00;11.0;1004.9;97;0.0
2022-09-25;21:00:00;9.0;1004.3;98;0.0
2022-09-25;22:00:00;10.1;1003.6;99;0.0
2022-09-25;23:00:00;9.0;1003.0;98;0.0
2022-09-26;00:00:00;9.9;1002.6;99;0.0
2022-09-26;01:00:00;9.7;1002.1;99;0.0
2022-09-26;02:00:00;9.9;1001.5;99;0.0
2022-09-26;03:00:00;9.9;1001.1;96;0.0
2022-09-26;04:00:00;9.1;1000.9;98;0.0
2022-09-26;05:00:00;9.2;1000.5;95;0.0
2022-09-26;06:00:00;9.5;1000.6;92;0.0
2022-09-26;07:00:00;10.6;1000.7;88;0.0
2022-09-26;08:00:00;10.5;1000.4;90;0.0
2022-09-26;09:00:00;11.0;1000.4;94;0.0
2022-09-26;10:00:00;11.9;1000.2;96;0.0
2022-09-26;11:00:00;11.9;1000.0;94;0.0
2022-09-26;12:00:00;12.0;999.7;95;0.0
2022-09-26;13:00:00;11.6;999.5;97;0.0
2022-09-26;14:00:00;11.6;999.2;98;0.0
2022-09-26;15:00:00;11.8;999.1;100;0.0
2022-09-26;16:00:00;11.5;999.5;99;0.0
2022-09-26;17:00:00;11.2;999.7;99;0.0
2022-09-26;18:00:00;10.6;1000.0;99;0.0
2022-09-26;19:00:00;9.9;1000.3;99;0.1
2022-09-26;20:00:00;9.8;1000.5;100;0.0
2022-09-26;21:00:00;9.4;1000.7;99;0.0
2022-09-26;22:00:00;9.7;1000.7;100;0.0
2022-09-26;23:00:00;10.1;1000.8;97;0.0
2022-09-27;00:00:00;9.9;1000.9;98;0.0
2022-09-27;01:00:00;9.4;1001.1;98;0.0
2022-09-27;02:00:00;9.6;1001.2;97;2.0
2022-09-27;03:00:00;9.9;1001.3;95;0.0
2022-09-27;04:00:00;9.9;1001.7;89;0.0
2022-09-27;05:00:00;9.9;1002.1;84;0.0
2022-09-27;06:00:00;10.6;1002.4;84;0.0
2022-09-27;07:00:00;11.2;1002.9;85;0.1
2022-09-27;08:00:00;12.6;1003.0;94;0.2
2022-09-27;09:00:00;13.5;1003.2;94;0.0
2022-09-27;10:00:00;13.9;1003.2;87;0.0
2022-09-27;11:00:00;13.7;1003.5;87;0.0
2022-09-27;12:00:00;12.6;1003.2;87;0.0
2022-09-27;13:00:00;13.7;1003.4;88;0.0
2022-09-27;14:00:00;14.3;1003.5;95;0.0
2022-09-27;15:00:00;14.4;1004.0;96;0.0
2022-09-27;16:00:00;13.7;1004.5;97;0.0
2022-09-27;17:00:00;13.0;1004.8;95;0.0
2022-09-27;18:00:00;11.5;1005.2;95;0.0
2022-09-27;19:00:00;11.1;1005.3;96;0.0
2022-09-27;20:00:00;10.2;1005.5;97;0.0
2022-09-27;21:00:00;10.6;1005.8;96;0.0
2022-09-27;22:00:00;10.2;1005.6;98;0.0
2022-09-27;23:00:00;10.6;1005.5;99;0.0
2022-09-28;00:00:00;10.2;1005.5;98;0.0
2022-09-28;01:00:00;10.5;1005.8;96;0.0
2022-09-28;02:00:00;9.7;1005.9;93;0.0
2022-09-28;03:00:00;9.4;1005.8;94;0.0
2022-09-28;04:00:00;10.6;1006.0;87;0.0
2022-09-28;05:00:00;11.1;1006.1;79;0.0
2022-09-28;06:00:00;11.4;1006.2;77;0.1
2022-09-28;07:00:00;11.7;1006.4;77;0.0
2022-09-28;08:00:00;12.6;1006.5;78;0.0
2022-09-28;09:00:00;13.4;1006.5;68;0.0
2022-09-28;10:00:00;13.3;1006.4;72;0.0
2022-09-28;11:00:00;13.0;1006.0;77;0.0
2022-09-28;12:00:00;12.9;1005.9;76;0.0
2022-09-28;13:00:00;13.3;1005.9;84;0.0
2022-09-28;14:00:00;12.5;1006.2;87;0.0
2022-09-28;15:00:00;11.4;1006.3;87;0.0
2022-09-28;16:00:00;11.1;1006.7;93;0.0
